;words;num_stop_words;words_no_url;duplicate;len_characters;num_words;has_question_mark;has_exclamation_mark;has_multi_quest_exclam;emotji_sent_score;has_pronoun;count_upper;has_hashtag;retweet_count;urls_wiki;urls_moz;reg_age;status_cnt;followers_cnt;friends_cnt;verified;has_desc;has_url;msg_p_day;label
874554789249548288;['gian', 'comming', 'amazon', 'plans', 'sell', 'cars', 'europe', 'drivevolution'];5;A gian is comming: Amazon plans to sell cars in Europe  #DriveVolution;False;93;8;False;False;False;0.0;False;0.108;True;0.0;False;False;3127;4628;446;302;False;True;True;1.48;1
879013592930111488;['breaking', 'us', 'bans', 'brazil', 'beef', 'imports', 'ranching', 'cause', 'amazon', 'deforestation', 'care', 'conserva…'];7;#BREAKING: US bans all #Brazil beef imports. Ranching #1 cause of #Amazon deforestation! I Don't care that conserva… ;False;140;12;False;True;False;0.0;True;0.143;True;144.0;True;False;710;3973;54544;36879;False;True;False;5.596;1
882973809820672005;['check', 'today', 'deals', 'amazon', 'deals', 'sale', 'couponcode'];3;Check out today's deals on #Amazon !! #Deals #Sale #couponcode ;False;86;7;False;True;True;0.0;False;0.07;True;0.0;True;False;1365;1171;34;678;False;True;False;0.858;2
860808894897164288;['amazon’s', '‘invisible’', 'hand', 'shape', 'city'];4;How @amazon’s ‘invisible’ hand can shape your city ;False;74;5;False;False;False;0.0;False;0.068;False;0.0;False;False;1426;2391;586;1297;False;True;True;1.677;1
882973554941341697;['stmartinspress', 'new', 'self', 'published'];0;@StMartinsPress new self published novel. ;False;65;4;False;False;False;0.0;False;0.077;False;0.0;True;False;1575;2125;1663;264;False;True;True;1.349;2
875734558372757505;['get', 'whole', 'foods', 'delivered', 'drone', 'amazon'];5;So can I get Whole Foods delivered by drone now!? #Amazon;False;57;6;True;True;False;0.0;True;0.088;True;0.0;False;False;2083;8736;131;334;False;True;False;4.194;1
883266359777415169;['lightning', 'deal', 'forme', 'selfie', 'camera', 'phone', 'red', 'worth', 'rs', '999', 'rs', '599', 'amazon'];2;[Lightning Deal] Forme N9+ Selfie Camera Phone (Red) worth Rs. 999 for Rs. 599 - Amazon ;False;111;13;False;False;False;0.0;False;0.144;False;0.0;False;False;1506;157899;549;13;False;True;True;104.847;2
870010437948932097;['amazon', 'enables', 'free', 'calls', 'messages', 'echo', 'devices', 'alexa', 'calling'];5;Amazon enables free calls and messages on all Echo devices with Alexa Calling ;False;101;9;False;False;False;0.0;False;0.109;False;0.0;False;False;159;91219;154;317;False;True;True;573.704;1
882952857561034757;['proud', 'winner', 'gogiversgo', 'competition', 'stunning', 'certificate', 'vouchers', 'spend', 'amazon', 'well', 'done', 'advaid…'];6;Proud winner of the @GoGiversGo competition. Stunning certificate and vouchers to spend at amazon. Well done Advaid… ;False;140;12;False;False;False;0.0;False;0.071;False;5.0;True;False;711;530;172;54;False;True;False;0.745;2
874988510142443520;['wp', 'engine', 'expands', 'global', 'footprint', 'new', 'amazon', 'web', 'services', 'data', 'centers', 'canada'];3;WP Engine Expands Global Footprint With New Amazon Web Services Data Centers In Canada ;False;110;12;False;False;False;0.0;False;0.164;False;0.0;False;False;2932;2606;294;305;False;True;True;0.889;1
874947882356441088;['new', 'union', 'alliances', 'formed', 'face', 'digi', 'revolution', 'amazon', 'unicommerceforward'];1;New union alliances formed to face digi revolution e.g. #Amazon #UNICommerceForward;False;83;9;False;False;False;0.0;False;0.084;True;3.0;False;False;2414;11387;103702;945;False;True;True;4.717;1
882948010400985088;['33', 'reviews', 'drums', 'amp', 'know', 'least', '17', 'read', 'silly', 'book', 'anyone', 'want', 'help', 'hit', '50'];13;"I'm at 33 reviews for I AM DRUMS, &amp; I know at least 17 of you have read this silly book. Anyone want to help hit 50? ";False;144;15;True;False;False;0.0;True;0.097;False;11.0;True;False;2387;5046;1261;841;False;True;True;2.114;2
883266013416108032;['muddledjo', 'amazon', 'watching', 'late', 'mr', 'robot', 'mainly', 'looking', 'forward', 'getting…'];9;@muddledjo @amazon I've been watching X-Files of late. And Mr Robot. But mainly I'm just looking forward to getting… ;False;140;10;False;False;False;0.0;True;0.086;False;0.0;True;False;2074;4040;91;113;False;True;True;1.948;2
860811387903332352;['finally', 'apple', 'tv', 'reportedly', 'get', 'amazon', 'video', 'app', 'summer'];4;Finally!! Apple TV will reportedly get Amazon's Video app this summer  ;False;117;9;False;True;True;0.0;False;0.12;False;0.0;False;False;3784;13299;4759;833;False;True;True;3.515;1
879986719138951168;['amazon', 'retailprophet', 'take', 'key', 'quote', 'amazon', 'quite', 'simply', 'shortest', 'distance', 'wanting', 'getting'];5;"#Amazon @RetailProphet take. Key quote: ""Amazon is quite simply the shortest distance between wanting and getting."" ";False;139;12;False;False;False;0.0;False;0.086;True;0.0;False;False;2183;1012;483;490;False;True;True;0.464;1
869135000301707266;['one', 'summer', 'reads', 'toss', 'coin', 'memoir', 'illness', 'via', 'amazonuk'];9;One of my summer reads... On the Toss of a Coin: 'A Memoir of a Near-Death Illness... @michael_wise_ ? via @AmazonUK;False;139;9;False;False;False;0.0;False;0.101;False;0.0;True;False;2604;33643;11480;979;False;True;True;12.92;2
869063130235719680;['cute', 'alternative', 'amazon', 'echo', 'charlesmilander'];5;An Open-Source (and Cute) Alternative to Amazon Echo  #charlesmilander ;False;117;5;False;False;False;0.0;False;0.103;True;171.0;False;False;1518;82654;296629;31964;True;True;True;54.449;1
883102884090568704;['visualize', 's3', 'analytics', 'data', 'using', 'amazon', 'quicksight'];4;Visualize your S3 Analytics Data with 1-click using Amazon QuickSight:  ;False;118;7;False;False;False;0.0;False;0.119;False;71.0;False;False;2938;14152;1467967;620;True;True;True;4.817;1
869127167728340992;['slashdot', 'interesting', 'amazon', 'aws', 'hiring', 'cult', 'youth'];4;#slashdot #interesting Is Amazon's AWS Hiring 'Demolishing The Cult Of Youth'? ;False;102;7;True;False;False;0.0;False;0.147;True;0.0;False;False;2266;15435;52;75;False;True;False;6.812;2
883265638613082112;['amazon', 'kindle', 'fire', 'd01400', 'black', '8gb', 'ebook', 'reader'];3;"AMAZON Kindle Fire D01400 Black 7"" 8GB EBook Reader  ";False;99;8;False;False;False;0.0;False;0.263;False;0.0;False;False;339;777062;31;0;False;True;False;2292.218;2
883259562249383936;['enter', 'win', 'copy', 'discovery'];5;Enter to win a copy of The Discovery!  ;False;62;4;False;True;False;0.0;False;0.113;False;3.0;False;False;2681;95913;134155;94258;False;True;True;35.775;2
875713262972698624;['people', 'boycotted', 'whole', 'foods', 'founder', 'libertarian', 'beliefs', 'happy', 'workers', 'enjoy', 'amazon', 'generous', 'labor', 'policies'];6;People who boycotted Whole Foods over founder's libertarian beliefs should be happy workers can now enjoy Amazon's generous labor policies.;False;139;14;False;False;False;0.0;False;0.029;False;146.0;False;False;1335;11936;11423;588;False;True;True;8.941;1
883265598448336896;['check', 'amazon', 'bestseller', 'asus', 'full', 'hd', '1920x1080', 'ips', 'hdmi', 'dvi', 'vg'];4;Check out this #Amazon Bestseller - Asus VS239H-P 23-Inch Full HD 1920x1080 IPS HDMI DVI VG for $98.87… ;False;127;11;False;False;False;0.0;False;0.228;True;0.0;True;False;320;24062;648;797;False;True;True;75.194;2
870006980588515328;['reminder', 'wyandotte', 'county', 'residents', 'amazon', 'job', 'fairs', 'started', 'today', 'continue', 'month', 'o…'];8;A reminder for all Wyandotte county residents: Amazon job fairs started today and will continue through the month o… ;False;140;12;False;False;False;0.0;False;0.057;False;4.0;True;False;1680;2253;2935;477;False;True;True;1.341;1
869129406891077636;['ai', 'big', 'data', 'cloud', '??????', 'forms', 'work', 'interactive', 'technologies'];3;WhiteDAys_ : AI Big Data Cloud ??????  Forms that Work Interactive Technologies : ;False;128;9;False;False;False;0.0;False;0.148;False;0.0;True;False;1312;2855745;1394;0;False;True;True;2176.635;2
882973708184408065;['help', 'support', 'new', 'undiscovered', 'authors', 'amazon', 'purchases', 'book', 'reviews'];6;Help support new and undiscovered authors  with your Amazon purchases and book reviews. ;False;134;9;False;False;False;0.0;False;0.06;False;0.0;False;False;100;3980;229;590;False;True;True;39.8;2
875714548879249408;['amazon', 'acquire', 'retire', 'antiquated', 'antitrust', 'laws', '14b', 'sources'];3;Amazon to acquire and retire antiquated U.S. antitrust laws for $14B, sources say.  ;False;107;8;False;False;False;0.0;False;0.084;False;6.0;False;False;3149;83108;64523;103;False;True;True;26.392;1
860795660337115139;['amazon', 'building', 'massive', 'biodome', 'downtown', 'seattle', 'post', 'amazon’s', 'expansive', 'biodomes', 'get', 'first', 'o……'];6;Amazon is building a massive biodome in downtown Seattle... The post Amazon’s Expansive Biodomes Get Their First o…… ;False;140;13;False;False;False;0.0;False;0.1;False;0.0;True;False;1126;51368;215;100;False;True;True;45.62;1
869133878488735744;['booksofallkinds', 'tinaseskis', 'penguinukbooks', 'might', 'like', 'pumpkinfarmer'];3;@BooksOfAllKinds @tinaseskis @PenguinUKBooks @SarahHarwood_ You might like #PumpkinFarmer:  ;False;139;6;False;False;False;0.0;True;0.144;True;0.0;True;False;2264;57222;613;2363;False;True;False;25.275;2
881380200554020865;['suicidesormurder', 'crime', 'art', 'world', 'vbenchley', 'best1yet', 'mystery', 't4cw', 'cr4u', 'asmsg…'];3;"SuicidesORmurder?  Crime N art world? @vbenchley ""Best1yet!"" #mystery #T4CW #CR4U #ASMSG… ";False;136;10;True;True;True;0.0;False;0.169;True;59.0;True;False;1011;107178;9230;7389;False;True;True;106.012;2
882973605205864448;['amazon', 'prime', 'day', 'predictions'];2;8 Amazon Prime Day Predictions ;False;54;4;False;False;False;0.0;False;0.111;False;0.0;False;False;907;49475;2368;4375;False;True;False;54.548;2
879934567083376640;['nadean', 'secretjeremy', 'blackmailriley', 'lovehamilton', 'lonelycarole', 'newbeginnings', 'putting', 'right', 'past…'];2;Nadean #secret Jeremy #blackmail Riley #love Hamilton #lonely Carole #newbeginnings  Putting Right The Past… ;False;132;9;False;False;False;0.0;False;0.106;True;38.0;True;False;669;42456;2104;2227;False;True;True;63.462;2
879965205077348354;['please', 'check', 'story', 'recovery', 'depressedjelly', 'mentalhealth'];4;Please check out my story of recovery @DepressedJelly #mentalhealth ;False;91;6;False;False;False;0.0;False;0.077;True;1.0;True;False;2531;9553;1682;1958;False;True;True;3.774;2
869285692786044929;['amazon', 'censoring', 'gold', 'star', 'mom', 'book', 'launch', 'pls', 'support', 'story', 'rt', 'amp', 'purchasing', 'at…'];4;".@Amazon is censoring gold star mom @KarenVaughn_GSM's book launch. Pls support her story by RT &amp; purchasing at… ";False;140;14;False;False;False;0.0;False;0.079;False;87.0;True;False;2929;9262;50600;26986;True;True;True;3.162;1
883265392818483201;['amazon', 'puts', 'additional', '260m', 'indian', 'business'];4;Amazon puts an additional $260M into its Indian business ;False;80;6;False;False;False;0.0;False;0.087;False;1.0;False;False;2166;96;55;347;False;True;False;0.044;1
869134790943019008;['dramatic', 'beautiful', 'design', 'encourage', 'someone', 'know', 'buy', 'smart', 'saying…'];8;Here's a dramatic and beautiful design to encourage someone you know. Buy here  Smart Saying… ;False;140;9;False;False;False;0.0;True;0.057;False;0.0;True;False;2267;73688;838;2039;False;True;True;32.505;2
882973066321592322;['cds', 'vinyl'];3;Pre-order CDs and vinyl here: ;False;53;2;False;False;False;0.0;False;0.17;False;32.0;True;False;2316;15041;140917;841;True;True;True;6.494;2
876713089412079617;['amazon’s', 'whole', 'foods', 'buy', 'removed', 'nearly', '22', 'billion', 'market', 'value', 'rival', 'supermarkets'];3;Amazon’s Whole Foods buy removed nearly $22 billion in market value from rival supermarkets ;False;115;12;False;False;False;0.0;False;0.078;False;0.0;False;False;3033;638;160;416;False;True;True;0.21;1
869138579074813952;['psychological', 'thriller', 'katie?abuse', 'amp', 'iartg'];2;"PSYCHOLOGICAL #THRILLER @harmony_kent ?FINDING KATIE? Abuse &amp; Self-Destruction #IARTG #ASMSG  ";False;144;5;False;False;False;0.0;False;0.382;True;12.0;True;False;1213;849357;132492;124255;False;True;True;700.212;2
879987328126779392;['best', 'plantar', 'fasciitis', 'treatment', 'amazon', 'super', 'comfortable', 'supportive'];4;The Best #Plantar Fasciitis Treatment On Amazon, Super Comfortable And Supportive - ;False;107;8;False;False;False;0.0;False;0.159;True;0.0;False;False;646;23137;257;206;False;True;False;35.816;2
849130516087541760;['sentinel', 'nightsister', 'book', 'two', 'amazon', 'kindle', 'scifi', 'ebook', 'amwriting', 'nemesis', 'last', 'trilogy'];5;It's here! Sentinel: NightSister Book Two  #Amazon #Kindle #scifi #ebook. Now #amwriting Nemesis last in #trilogy;False;136;12;False;True;False;0.0;True;0.11;True;4.0;True;False;274;1223;230;358;False;True;True;4.464;2
870011003685150720;['booz', 'allen', 'hamilton', 'leaves', 'government', 'files', 'unprotected', 'amazon', 'server'];2;Booz Allen Hamilton Leaves U.S. Government Files On Unprotected Amazon Server ;False;101;9;False;False;False;0.0;False;0.139;False;2.0;False;False;1684;62096;3977;2071;False;True;True;36.874;1
862290681070596097;['news', 'favorite', 'place', 'costco', 'getting', 'destroyed', 'amazon', 'interesting', 'companies'];10;  Great news, my favorite place Costco, is not getting destroyed by Amazon! It is interesting how these 2 companies;False;138;9;False;True;False;0.0;True;0.058;False;0.0;False;False;1427;2252;76;4;False;True;True;1.578;1
868916034941616129;['amazon', 'doesn’t', 'understand', 'don’t', 'understand', 'amazon', 'opening', 'bookstores'];5;Amazon doesn’t understand why you don’t understand why Amazon is opening bookstores: ;False;108;8;False;False;False;0.0;True;0.056;False;28.0;False;False;1360;32575;329564;616;True;True;True;23.952;1
883004659832684544;['?maximum', 'exposure', 'twitter', 'promotion', 'network', 'indies??', 'books', 'ebooks', 'amazon', 'authors', 'ebay', 'etsy', 'music??…'];2;?Maximum Exposure #twitter #promotion #network for #indies? ?#books #ebooks #amazon #authors #ebay #etsy #music? ?… ;False;139;13;False;False;False;0.491;False;0.036;True;103.0;True;False;957;83224;4414;4978;False;True;True;86.963;2
875734023565320192;['nvidia', 'shield', 'tv', 'amazon', 'fire', 'tv', 'roku', 'ultra', '4k', 'streaming', 'box', 'buy'];5;NVIDIA Shield TV vs. Amazon Fire TV vs. Roku Ultra: Which 4K streaming box should you buy?  ;False;139;12;True;False;False;0.0;True;0.194;False;0.0;True;False;3123;61411;4466;4;False;True;False;19.664;1
882973939600957440;['amazon', 'launches', 'try', 'buy', 'prime', 'wardrobe', 'fashion', 'service'];4;"Amazon launches ""try before you buy"" Prime Wardrobe fashion service  ";False;115;8;False;False;False;0.0;True;0.096;False;0.0;False;False;96;90;69;389;False;True;False;0.938;1
875734104121241600;['amazon', 'unique', 'revenue', 'domestic', 'free', 'cash', 'dollar', 'denominated'];6;Amazon is unique because the revenue is domestic, and free cash is Dollar denominated.;False;86;8;False;False;False;0.0;False;0.023;False;0.0;False;False;1679;11687;58;1510;False;True;False;6.961;1
878192729737617409;['fulfillment', 'centers', 'unmanned', 'aerial', 'vehicles”', 'could', 'help', 'put', 'drones', 'they’re', 'needed', 'future'];3;“multi-level fulfillment centers for unmanned aerial vehicles” could help put drones where they’re needed... #future ;False;140;12;False;False;False;0.0;False;0.007;True;0.0;False;False;942;851;204;494;False;True;True;0.903;1
869129746864537605;['new', 'free', 'udemy', 'coupon', 'amazon', 'fba', 'launch', 'faster', 'rankings', 'reviews', 'sales', '2017', 'published'];6;#New #Free #Udemy #Coupon - #Amazon FBA Launch: Faster Rankings, Reviews, and Sales 2017 - has been published on #… ;False;139;13;False;False;False;0.0;False;0.101;True;0.0;True;False;339;60169;511;4870;False;True;True;177.49;2
879987760404344834;['witch', 'bones?4', 'witches', 'werewolf'];2;$2.99 ?#WITCH BONES?4 #witches #werewolf #kindleunlimited ? ? ;False;131;4;False;False;False;0.0;False;0.16;True;0.0;True;False;2789;544740;76280;71111;False;True;True;195.317;2
882971966721978369;['media', 'flash', 'crashes', 'blockchain', 'economy', 'show', 'nascent', 'infrastructure', 'amazon', 'hold', 'beer'];8;Media: Flash crashes in the #blockchain economy show how nascent its infrastructure is!  @Amazon: Hold my beer...… ;False;138;11;False;True;False;0.0;False;0.058;True;17.0;True;False;2099;9088;6112;822;False;True;True;4.33;1
883265352544735232;['cosmoderm', 'drs', 'dermaroller', 'mm', 'size', 'vit', 'hyaluronic', 'acid', 'dermaroller', 'via', 'amazonin'];2;Cosmoderm Drs Dermaroller 2.5 Mm Size + Vit C + Hyaluronic Acid Dermaroller...  via @amazonIN;False;116;11;False;False;False;0.0;False;0.121;False;0.0;True;False;2027;8247;166;120;False;True;True;4.069;2
883266009553096704;['wan', 'na', 'make', 'pretty', 'aliceholefrost', 'happy', 'spoil', 'spoil', 'wishlist'];5;Wanna make the pretty @AliceHoleFrost happy? Spoil her now  #spoil #wishlist ;False;123;9;True;False;False;0.0;False;0.089;True;0.0;True;False;741;539211;19511;3482;False;True;True;727.68;2
883265461001089024;['tweak', 'evil', 'breed', 'scifi', 'asmsg', 'spub', 'ian1', 'iartg', 'kindle', '99cents'];4;TWEAK -They are an Evil Breed #scifi #asmsg #spub #ian1 #iartg #kindle #99cents  ;False;127;10;False;False;False;0.0;False;0.157;True;0.0;True;False;1032;17214;2109;2199;False;True;True;16.68;2
879674452941910016;['uk', '??love', 'loves', 'poetry', 'booksspanish', 'version', '???', 'jorgeofitas'];2;#UK ?? Love of loves. #Poetry #Books Spanish Version. ??? ?  @JorgeOfitas;False;96;8;False;False;False;0.0;False;0.135;True;1.0;True;False;1538;38318;1325;1057;False;True;True;24.914;2
869134911948689410;['easiest', 'way', 'products', 'sell', 'amazon', 'ebay'];9;The Easiest Way to Find Low-Cost Products to Sell on Amazon, Ebay and so on....  ;False;127;6;False;False;False;0.0;False;0.165;False;0.0;True;False;471;5393;3790;4997;False;True;True;11.45;2
875734716594257920;['amazon', 'buying', 'wholefoods', 'billion', 'weird', 'average', 'wf', 'shopper', 'spends', 'billion', 'year', 'groceries'];7;#Amazon is buying #WholeFoods for $13.4 billion. That's #weird, because the average WF shopper spends $13.1 billion a year on #groceries.;False;137;12;False;False;False;0.0;False;0.044;True;0.0;False;False;2562;595;132;304;False;True;True;0.232;1
869132629311840256;['track', 'topmusicuk', 'road', 'bunx', 'feat', 'stadic', 'road', 'bunx', 'feat', 'stadic', 'bunji', 'garlin…', 'topreggae', 'amazon', 'britain'];2;#Track #TopMusicUK #7: Road Bunx (feat. Stadic): Road Bunx (feat. Stadic) Bunji Garlin…  #TopReggae #Amazon #Britain;False;139;15;False;False;False;0.0;False;0.165;True;0.0;False;False;1956;805627;1148;5;False;True;True;411.875;2
874980080811900928;['amazon', 'wants', 'sell', 'cars', 'europe', 'cart', 'audi', 'r8'];7;@Amazon wants to sell cars in Europe  Add to cart ? @Audi R8 ? ;False;109;8;False;False;False;0.0;False;0.101;False;0.0;False;False;587;441;109;166;False;True;True;0.751;1
870011031518453760;['amazon', 'says', 'push', 'notifications', 'coming', 'soon…'];3;Amazon says push notifications are coming soon…  #A_Post_to_MarTech_Today… ;False;121;6;False;False;False;0.0;False;0.132;True;0.0;True;False;175;6209;7348;6413;False;True;True;35.48;1
882973374615613442;['rob', 'kardashian', 'robe', 'sell', 'fuck', 'amazon', 'ebay'];8;That Rob Kardashian robe is about to sell the fuck out on Amazon and eBay.;False;74;7;False;False;False;0.0;False;0.068;False;0.0;False;False;2415;14692;286;1769;False;True;False;6.084;2
869136035657076736;['amzn', 'stake', 'decreased', 'cim', 'llc'];3; Inc. $AMZN Stake Decreased by Cim LLC ;False;86;5;False;False;False;0.0;False;0.221;False;0.0;False;True;1345;438348;1634;55;False;True;True;325.909;1
874982045683986432;['congrats', 'aws', 'partners', 'earned', 'new', 'education', 'competency', 'awspssummit'];4;Congrats to AWS partners who earned the new Education Competency  #AWSPSSummit;False;101;8;False;False;False;0.0;False;0.149;True;1.0;False;False;3086;374;318;189;False;True;True;0.121;1
879986926010458113;['wordsugardesign', 'need', 'book', 'cover', 'service', 'plus', 'editing', 'page', 'layout', 'design', 'epublishing', 'assistance', 'amazon', 'etc'];3;@WordSugarDesign I need book cover service plus editing,page layout design and epublishing assistance on amazon etc.;False;116;14;False;False;False;0.0;True;0.034;False;0.0;False;False;1869;2126;103;24;False;True;True;1.138;2
882974243998269441;['check', 'amazon', 'deal', 'fujifilm', 'instax', 'groovy', 'camera', 'case', 'grape', 'fujifilm', 'via', 'amazon'];4;Check out this Amazon deal: Fujifilm Instax Groovy Camera Case - Grape by Fujifilm  via @amazon;False;118;12;False;False;False;0.0;False;0.102;False;0.0;False;False;3112;869;119;164;False;True;False;0.279;2
862293201595576320;['amazon', 'new', 'echo', 'adds', 'touch', 'screen', 'technology'];3;Amazon's New Echo Adds Touch Screen and Video-Conferencing  by @technology;False;97;7;False;False;False;0.0;False;0.134;False;0.0;False;False;3582;15912;7469;5370;False;True;True;4.442;1
874987542281465860;['amazon', 'drive', 'longer', 'offer', 'unlimited', 'cloud', 'storage', 'option', 'new', 'subscribers'];4;#Amazon Drive will no longer offer an unlimited #cloud storage option to new subscribers.;False;89;10;False;False;False;0.0;False;0.022;True;0.0;False;False;2742;4762;828;1227;False;True;True;1.737;1
869127422364585984;['vantastic', 'france', 'follow', 'adventures', 'family', 'moving', 'france', 'ste', 'via', 'amazonuk'];6;Vantastic France. Follow the adventures of a family moving to France by Ste...  via @AmazonUK;False;116;10;False;False;False;0.0;False;0.121;False;0.0;True;False;2331;17875;3231;1949;False;True;True;7.668;2
869125954215587840;['entered', 'sweepstakes', 'win', 'book', 'tkkinney', 'seriouslyarmed', 'wish', 'luck', 'retweet', 'giveaway'];9;I entered sweepstakes to win a book by @TKKinney from #SeriouslyArmed. Wish me luck and retweet this!  #giveaway;False;135;10;False;True;False;0.0;True;0.074;True;3.0;False;False;1425;20688;324;3223;False;True;False;14.518;2
869128762042060800;['truecrime', 'memoir', 'reads', 'like', 'fiction', 'true', 'amazon', 'uk', 'bestseller', 'categories', 'buy', 'here…'];6;#truecrime #memoir Reads like fiction but it is true! #Amazon UK #BestSeller in 2 categories Buy here… ;False;126;12;False;True;False;0.0;True;0.087;True;0.0;True;False;1934;38436;14000;14043;False;True;True;19.874;2
879982384631881728;['throwaway', 'food'];2;Throwaway food...  ;False;65;2;False;False;False;0.0;False;0.154;False;2.0;True;False;1218;22230;2431;1586;False;True;True;18.251;2
860779237267169280;['kindle', 'microstrip', 'cross', 'junction', 'using', 'agilent', 'ads', 'srinath', 'via', 'amazonin'];4;Kindle  Microstrip Cross Junction Using Agilent ADS by Srinath S  via @amazonIN;False;126;10;False;False;False;0.0;False;0.19;False;0.0;True;False;229;243;30;252;False;True;True;1.061;1
878192432545968128;['amazon’s', 'purchase', 'whole', 'foods', 'highlights', 'hybrid', '‘omnichannel’', 'future', 'higher', 'ed', 'edsurge', 'news'];5;How Amazon’s Purchase of Whole Foods Highlights the Hybrid, ‘Omnichannel’ Future of Higher Ed - EdSurge News ;False;132;12;False;False;False;0.0;False;0.129;False;0.0;False;False;3855;10063;2202;1217;False;True;True;2.61;1
879942660185772032;['kindleunlimited', 'second', 'chance', 'romance', 'amazon', 'amazon', 'free', 'romance', 'kindle', 'rrbc', 'rt…'];2;#kindleunlimited SECOND CHANCE ROMANCE #Amazon    #amazon #free #romance #kindle #RRBC #RT… ;False;138;11;False;False;False;0.0;False;0.246;True;1.0;True;False;3068;167160;20507;16006;False;True;True;54.485;2
870117595214729220;['meet', 'tableau', 'get', 'alerts', 'data', 'prep', 'recommendations', 'amazon', 'athena', 'connector', 'amp'];4;"Meet Tableau 10.3! Get data-driven alerts, data prep recommendations, the Amazon Athena connector &amp; more:… ";False;134;11;False;True;False;0.0;False;0.052;False;79.0;True;False;3398;17792;107666;2638;True;True;True;5.236;1
870009773885980673;['defense', 'contractor', 'stored', 'intelligence', 'data', 'amazon', 'cloud', 'unprotected', 'tech', 'news', 'future'];3;Defense contractor stored intelligence data in Amazon cloud unprotected  #tech #news #future ;False;139;11;False;False;False;0.0;False;0.094;True;0.0;False;False;1378;50629;1055;541;False;True;True;36.741;1
869045681192935425;['digital', 'currency', 'group', 'launches', 'blockchain', 'accelerator', 'dcg', 'connect', 'ibm', 'amazon', 'mastercard', 'via', 'ibtimesuk'];3;Digital Currency Group launches blockchain accelerator DCG Connect with IBM, Amazon and Mastercard  via @IBTimesUK;False;137;13;False;False;False;0.0;False;0.168;False;4.0;False;False;3147;640;90;240;False;True;False;0.203;1
869135053028196352;['star', 'reviews', 'amazon', 'mommy', 'goround', 'mom', 'got', 'read', 'book', 'ebook', 'available'];14;"5 star reviews on Amazon 4 The MoMmY GoRoUnD! ""If you are a mom you have got to read this book!"" (ebook Available 2) ";False;140;11;False;True;True;0.0;True;0.136;False;0.0;True;False;1061;18016;3089;2962;False;True;True;16.98;2
879987532812828672;['amazon', 'fba', 'items', 'bought', 'gt', 'amazonfba', 'amazonfbabusin', 'amazonfbabusiness…'];4;"Amazon FBA Items I Bought From ... - VIDEO-&gt;  #AmazonFBA #AmazonFbaBusin #AmazonFbaBusiness… ";False;142;8;False;False;False;0.0;True;0.218;True;0.0;True;False;1553;12102;364;24;False;True;False;7.793;2
868965137494966272;['99cents', 'wants', 'save', 'needs', 'save', 'man', 'worth', 'fightingfor', 'ssaradaniel', 'decadentpub', 'pnr'];9;#99cents She wants to save him. He needs to save her. A MAN WORTH FIGHTING FOR by @SSaraDaniel  @DecadentPub #PNR;False;136;11;False;False;False;0.0;True;0.25;True;3.0;True;False;1991;1176;255;109;False;True;True;0.591;2
882935089138675712;['dinosaur', 'sighted', 'linville', 'gorge', 'wilderness', 'channel', '23', 'news', 'dalechristianer'];2;Dinosaur sighted in #Linville Gorge Wilderness - Channel 23 News #DaleChristianer ;False;105;9;False;False;False;0.0;False;0.124;True;0.0;False;False;1080;90167;1199;657;False;True;True;83.488;2
862291859292528641;['amazon', 'vs', 'alphabet', 'fang', 'stocks', 'race', 'share'];3;Amazon vs. Alphabet: FANG Stocks Race to $1,000 a Share ;False;79;7;False;False;False;0.0;False;0.152;False;0.0;False;False;322;3055;4;62;False;True;False;9.488;1
874554915041017856;['amazon', 'soon', 'receive', 'dipp’s', 'approval', 'food', 'retail', 'india'];4;Amazon to soon receive DIPP’s approval for food retail in India ;False;87;8;False;False;False;0.0;False;0.092;False;0.0;False;False;748;7568;27;7;False;True;True;10.118;1
883266383928111104;['amazon', 'prime', 'day', '2017', 'deals', 'get', 'first', 'look', 'deals', 'expected', 'huge'];6;Amazon Prime Day 2017 deals: Get a first look at 'leaked' deals expected during the huge ...  ;False;140;11;False;False;False;0.0;False;0.107;False;0.0;False;False;231;131698;310;723;False;True;False;570.121;2
879985976629747712;['rt', 'something', 'special', 'elements', 'life', 'living', 'series', 'inderjitlmml', 'bookboost'];6;RT Something Special Elements of Life: A living series. by @inderjitlmml  … #Bookboost ;False;133;9;False;False;False;0.0;False;0.135;True;1.0;False;False;2272;848359;170197;132704;False;True;True;373.397;2
870011265002999811;['cramer', 'amazon', 'going', 'robots', 'building', 'robots'];4;Cramer: Amazon is going to have robots building robots ;False;78;6;False;False;False;0.0;False;0.077;False;0.0;False;False;3348;7280;67210;3485;False;True;True;2.174;1
874987544076840961;['needs', 'concrete', 'aws', 'downtime', 'limits', 'establish', 'amp', 'pay', 'attention', 'services', 'go', 'amazon', 'cloud'];7;"#IT needs to have concrete #AWS #downtime limits. Establish it &amp; pay attention when services go down:  #Amazon #cloud";False;144;13;False;False;False;0.0;True;0.097;True;0.0;False;False;1271;6875;631;291;False;True;True;5.409;1
869126416205463553;['amazon', 'fire', 'tvfire'];1;Amazon Fire TVFire TV;False;43;3;False;False;False;0.0;False;0.209;False;0.0;False;False;1050;148615;5;20;False;True;True;141.538;2
