Name;News_F1;Spam_F1;Size;Accuracy;Kappa
LogisticRegression;0,59;0,67;98;63,33;29,79
NaiveBayes;0,76;0,61;98;70;37,21
MultinomialNB;0,78;0,67;98;73,33;44,7
BernoulliNB;0,76;0,69;98;73,33;45,7
LinearSVC;0,48;0,63;98;56,67;18,41
SVC_linear;0,5;0,66;98;60;25,31
SVC_poly;0;0,6;98;43,33;0
SVC_rbf;0,67;0,59;98;63,33;26,01
SVC_sigmoid;0,43;0,65;98;56,67;19,75
SGD;0,28;0,58;98;46,67;2,04
MLP;0,59;0,67;98;63,33;29,79
RandomForest;0,11;0,62;98;46,67;5,14
AdaBoost;0,21;0,63;98;50;10,36
Vote;0,59;0,67;98;63,33;29,79
LogisticRegression;0,8;0,72;98;76,67;52,49
NaiveBayes;0,82;0,43;98;73,33;32,2
MultinomialNB;0,84;0,58;98;76,67;44,44
BernoulliNB;0,75;0,72;98;73,33;48,5
LinearSVC;0,78;0,67;98;73,33;44,7
SVC_linear;0,76;0,69;98;73,33;46,67
SVC_poly;0;0,54;98;36,67;0
SVC_rbf;0,74;0,55;98;66,67;28,23
SVC_sigmoid;0,73;0,67;98;70;41,05
SGD;0,79;0,74;98;76,67;54,15
MLP;0,8;0,72;98;76,67;52,49
RandomForest;0,62;0,65;98;63,33;32,65
AdaBoost;0,41;0,61;98;53,33;20,75
Vote;0,83;0,75;98;80;58,53
LogisticRegression;0,8;0,72;98;76,67;52,05
NaiveBayes;0,8;0,6;98;73,33;41,18
MultinomialNB;0,84;0,73;98;80;57,14
BernoulliNB;0,76;0,69;98;73,33;45,95
LinearSVC;0,83;0,77;98;80;59,46
SVC_linear;0,71;0,69;98;70;41,56
SVC_poly;0;0,57;98;40;0
SVC_rbf;0,8;0,72;98;76,67;52,05
SVC_sigmoid;0,65;0,62;98;63,33;28,57
SGD;0,74;0,64;98;70;38,36
MLP;0,83;0,77;98;80;59,46
RandomForest;0,54;0,65;98;60;26,83
AdaBoost;0,46;0,58;98;53,33;14,63
Vote;0,8;0,72;98;76,67;52,05
LogisticRegression;0,8;0,72;98;76,67;53,33
NaiveBayes;0,83;0,75;98;80;60
MultinomialNB;0,83;0,75;98;80;60
BernoulliNB;0,73;0,43;98;63,33;26,67
LinearSVC;0,73;0,67;98;70;40
SVC_linear;0,71;0,69;98;70;40
SVC_poly;0,67;0;98;50;0
SVC_rbf;0,79;0,64;98;73,33;46,67
SVC_sigmoid;0,79;0,74;98;76,67;53,33
SGD;0,78;0,66;98;73,33;46,67
MLP;0,8;0,72;98;76,67;53,33
RandomForest;0,73;0,43;98;63,33;26,67
AdaBoost;0,72;0,8;98;76,67;53,33
Vote;0,83;0,75;98;80;60
LogisticRegression;0,76;0,69;98;73,33;45,95
NaiveBayes;0,84;0,59;98;76,67;46,15
MultinomialNB;0,84;0,59;98;76,67;46,15
BernoulliNB;0,81;0,79;98;80;60,53
LinearSVC;0,83;0,63;98;76,67;47,76
SVC_linear;0,83;0,63;98;76,67;47,76
SVC_poly;0;0,57;98;40;0
SVC_rbf;0,77;0,57;98;70;34,78
SVC_sigmoid;0,69;0,64;98;66,67;34,21
SGD;0,69;0,71;98;70;43,04
MLP;0,76;0,69;98;73,33;45,95
RandomForest;0,54;0,65;98;60;26,83
AdaBoost;0,52;0,61;98;56,67;19,75
Vote;0,76;0,69;98;73,33;45,95
LogisticRegression;0,78;0,67;98;73,33;48,28
NaiveBayes;0,82;0,77;98;80;60,87
MultinomialNB;0,79;0,74;98;76,67;54,15
BernoulliNB;0,67;0,21;98;53,33;11,76
LinearSVC;0,73;0,67;98;70;41,05
SVC_linear;0,73;0,67;98;70;41,05
SVC_poly;0,64;0;98;46,67;0
SVC_rbf;0,73;0,67;98;70;41,05
SVC_sigmoid;0,79;0,74;98;76,67;54,15
SGD;0,8;0,72;98;76,67;54,55
MLP;0,73;0,67;98;70;41,05
RandomForest;0,48;0,72;98;63,33;23,96
AdaBoost;0,57;0,77;98;70;37,79
Vote;0,77;0,69;98;73,33;47,83
LogisticRegression;0,7;0,52;98;63,33;32,1
NaiveBayes;0,73;0,58;98;66,67;37,76
MultinomialNB;0,73;0,58;98;66,67;37,76
BernoulliNB;0,63;0,21;98;50;10,36
LinearSVC;0,73;0,58;98;66,67;37,76
SVC_linear;0,73;0,58;98;66,67;37,76
SVC_poly;0,6;0;98;43,33;0
SVC_rbf;0,7;0,62;98;66,67;36,71
SVC_sigmoid;0,74;0,64;98;70;43,51
SGD;0,69;0,56;98;63,33;30,96
MLP;0,7;0,52;98;63,33;32,1
RandomForest;0,77;0,82;98;80;59,28
AdaBoost;0,63;0,37;98;53,33;14,29
Vote;0,7;0,52;98;63,33;32,1
LogisticRegression;0,63;0,48;98;56,67;13,33
NaiveBayes;0,69;0,45;98;60;20
MultinomialNB;0,67;0,5;98;60;20
BernoulliNB;0,72;0,33;98;60;20
LinearSVC;0,58;0,55;98;56,67;13,33
SVC_linear;0,54;0,65;98;60;20
SVC_poly;0,67;0;98;50;0
SVC_rbf;0,67;0,5;98;60;20
SVC_sigmoid;0,69;0,56;98;63,33;26,67
SGD;0,65;0,43;98;56,67;13,33
MLP;0,56;0,5;98;53,33;6,67
RandomForest;0,64;0,79;98;73,33;46,67
AdaBoost;0,4;0,7;98;60;20
Vote;0,67;0,5;98;60;20
LogisticRegression;0,45;0,17;98;33,33;5,06
NaiveBayes;0,59;0,67;98;63,33;34,78
MultinomialNB;0,42;0,73;98;63,33;16,24
BernoulliNB;0,43;0;98;26,67;0
LinearSVC;0,48;0,37;98;43,33;13,56
SVC_linear;0,48;0,37;98;43,33;13,56
SVC_poly;0,43;0;98;26,67;0
SVC_rbf;0,43;0;98;26,67;0
SVC_sigmoid;0,5;0,56;98;53,33;19,23
SGD;0,48;0,51;98;50;15,73
MLP;0,46;0,25;98;36,67;7,77
RandomForest;0,42;0,29;98;36,67;3,39
AdaBoost;0,47;0,31;98;40;10,6
Vote;0,48;0,37;98;43,33;13,56
LogisticRegression;0,69;0,56;98;63,33;26,67
NaiveBayes;0,72;0,59;98;66,67;33,33
MultinomialNB;0,72;0,59;98;66,67;33,33
BernoulliNB;0,77;0,57;98;70;40
LinearSVC;0,63;0,57;98;60;20
SVC_linear;0,45;0,69;98;60;20
SVC_poly;0,67;0;98;50;0
SVC_rbf;0,82;0,77;98;80;60
SVC_sigmoid;0,69;0,56;98;63,33;26,67
SGD;0,72;0,59;98;66,67;33,33
MLP;0,69;0,56;98;63,33;26,67
RandomForest;0,73;0,43;98;63,33;26,67
AdaBoost;0,33;0,72;98;60;20
Vote;0,72;0,59;98;66,67;33,33
LogisticRegression;0,78;0,73;195;76,27;51,92
NaiveBayes;0,83;0,7;195;77,97;53,15
MultinomialNB;0,81;0,68;195;76,27;49,82
BernoulliNB;0,76;0,69;195;72,88;45,05
LinearSVC;0,8;0,74;195;77,97;55,12
SVC_linear;0,78;0,73;195;76,27;51,92
SVC_poly;0;0,59;195;42,37;0
SVC_rbf;0,81;0,78;195;79,66;59,22
SVC_sigmoid;0,78;0,75;195;76,27;52,91
SGD;0,78;0,73;195;76,27;51,92
MLP;0,77;0,72;195;74,58;48,76
RandomForest;0,76;0,51;195;67,8;29,98
AdaBoost;0,57;0,7;195;64,41;33,78
Vote;0,8;0,74;195;77,97;55,12
LogisticRegression;0,77;0,68;195;72,88;46,73
NaiveBayes;0,76;0,69;195;72,88;46,55
MultinomialNB;0,75;0,7;195;72,88;46,36
BernoulliNB;0,69;0,4;195;59,32;21,42
LinearSVC;0,77;0,76;195;76,27;52,75
SVC_linear;0,72;0,73;195;72,88;45,81
SVC_poly;0,64;0;195;47,46;0
SVC_rbf;0,71;0,5;195;62,71;27,49
SVC_sigmoid;0,64;0,68;195;66,1;32,03
SGD;0,72;0,58;195;66,1;33,63
MLP;0,73;0,69;195;71,19;42,91
RandomForest;0,67;0,8;195;74,58;48,03
AdaBoost;0,59;0,75;195;69,49;37,53
Vote;0,74;0,68;195;71,19;43,11
LogisticRegression;0,71;0,6;195;66,1;33,41
NaiveBayes;0,73;0,64;195;69,49;40,07
MultinomialNB;0,74;0,68;195;71,19;43,11
BernoulliNB;0,73;0,55;195;66,1;34,08
LinearSVC;0,69;0,7;195;69,49;39,04
SVC_linear;0,69;0,7;195;69,49;39,04
SVC_poly;0,64;0;195;47,46;0
SVC_rbf;0,72;0,61;195;67,8;36,85
SVC_sigmoid;0,72;0,77;195;74,58;48,76
SGD;0,72;0,58;195;66,1;33,63
MLP;0,76;0,74;195;74,58;49,46
RandomForest;0,64;0,78;195;72,88;44,47
AdaBoost;0,53;0,75;195;67,8;33,71
Vote;0,73;0,66;195;69,49;39,86
LogisticRegression;0,71;0,64;195;67,8;35,09
NaiveBayes;0,75;0,65;195;71,19;41,52
MultinomialNB;0,76;0,68;195;72,88;45,05
BernoulliNB;0,73;0,6;195;67,8;34,41
LinearSVC;0,71;0,64;195;67,8;35,09
SVC_linear;0,71;0,64;195;67,8;35,09
SVC_poly;0,35;0,65;195;54,24;11,45
SVC_rbf;0,65;0,61;195;62,71;25,23
SVC_sigmoid;0,65;0,66;195;66,1;32,49
SGD;0,75;0,78;195;76,27;52,91
MLP;0,71;0,64;195;67,8;35,09
RandomForest;0,73;0,49;195;64,41;26,73
AdaBoost;0,6;0,71;195;66,1;33,41
Vote;0,73;0,66;195;69,49;38,4
LogisticRegression;0,74;0,68;195;71,19;41,92
NaiveBayes;0,82;0,72;195;77,97;55,12
MultinomialNB;0,8;0,71;195;76,27;51,75
BernoulliNB;0,78;0,6;195;71,19;40,9
LinearSVC;0,7;0,69;195;69,49;39,04
SVC_linear;0,72;0,74;195;72,88;46,18
SVC_poly;0,75;0,59;195;69,49;37,53
SVC_rbf;0,76;0,69;195;72,88;45,24
SVC_sigmoid;0,77;0,79;195;77,97;56,35
SGD;0,69;0,76;195;72,88;46,55
MLP;0,7;0,65;195;67,8;35,31
RandomForest;0,73;0,52;195;66,1;30,34
AdaBoost;0,66;0,75;195;71,19;43,49
Vote;0,74;0,68;195;71,19;41,92
LogisticRegression;0,68;0,64;195;66,1;33,26
NaiveBayes;0,7;0,65;195;67,8;36,77
MultinomialNB;0,7;0,69;195;69,49;39,59
BernoulliNB;0,7;0,5;195;62,71;28,99
LinearSVC;0,68;0,64;195;66,1;33,26
SVC_linear;0,68;0,64;195;66,1;33,26
SVC_poly;0,63;0;195;45,76;0
SVC_rbf;0,7;0,65;195;67,8;36,77
SVC_sigmoid;0,68;0,76;195;72,88;44,73
SGD;0,64;0,71;195;67,8;34,94
MLP;0,68;0,64;195;66,1;33,26
RandomForest;0,73;0,69;195;71,19;43,43
AdaBoost;0,53;0,74;195;66,1;29,26
Vote;0,68;0,64;195;66,1;33,26
LogisticRegression;0,78;0,74;195;76,27;52,25
NaiveBayes;0,84;0,72;195;79,66;56,99
MultinomialNB;0,85;0,75;195;81,36;60,74
BernoulliNB;0,77;0,7;195;74,58;48,22
LinearSVC;0,76;0,73;195;74,58;49,05
SVC_linear;0,79;0,77;195;77,97;56,2
SVC_poly;0;0,61;195;44,07;0
SVC_rbf;0,78;0,69;195;74,58;47,79
SVC_sigmoid;0,72;0,72;195;71,19;43,17
SGD;0,65;0,68;195;66,1;33,93
MLP;0,78;0,74;195;76,27;52,25
RandomForest;0,62;0,72;195;67,8;38,44
AdaBoost;0,71;0,47;195;62,71;21,14
Vote;0,78;0,74;195;76,27;52,25
LogisticRegression;0,76;0,72;195;74,58;48,93
NaiveBayes;0,75;0,59;195;69,49;37,53
MultinomialNB;0,77;0,65;195;72,88;44,67
BernoulliNB;0,71;0,42;195;61,02;19,47
LinearSVC;0,65;0,66;195;66,1;32,49
SVC_linear;0,68;0,71;195;69,49;39,45
SVC_poly;0,68;0,71;195;69,49;39,45
SVC_rbf;0,7;0,65;195;67,8;35,31
SVC_sigmoid;0,73;0,72;195;72,88;45,81
SGD;0,74;0,78;195;76,27;53,07
MLP;0,7;0,69;195;69,49;39,04
RandomForest;0,51;0,68;195;61,02;23,81
AdaBoost;0,7;0,37;195;59,32;15,81
Vote;0,76;0,72;195;74,58;48,93
LogisticRegression;0,8;0,78;195;79,66;59,26
NaiveBayes;0,76;0,65;195;71,19;42,06
MultinomialNB;0,79;0,74;195;76,27;52,36
BernoulliNB;0,74;0,58;195;67,8;35,09
LinearSVC;0,78;0,77;195;77,97;55,89
SVC_linear;0,77;0,76;195;76,27;52,53
SVC_poly;0,68;0;195;50,85;0
SVC_rbf;0,74;0,68;195;71,19;42,19
